"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SPACA6",3.22257626386453e-07,-1.62595636958734,0.213,0.624,0.00612321715896899
"MAGI1",3.22336085819273e-07,-2.49812374019184,0.085,0.505,0.006124707966652
"AC109322.1",3.25910532199751e-07,2.31399437761218,0.447,0.101,0.00619262602232747
"ALDH9A1",3.27611062270952e-07,-0.328568356743693,0.872,0.972,0.00622493779421036
"NIPSNAP1",3.28059021490971e-07,-0.259007219083398,0.894,0.982,0.00623344946734995
"VPS72",3.28444404426587e-07,-0.198811715266911,0.957,1,0.00624077212850959
"ZNF326",3.28451414967489e-07,-0.258763412848635,1,1,0.00624090533579727
"MTO1",3.29441550867993e-07,-0.462602531206244,0.745,0.954,0.00625971890804273
"TMEM44",3.30448296337364e-07,-0.522272531963568,0.66,0.872,0.00627884807870625
"PC",3.33325200960327e-07,-2.69129826541124,0.064,0.486,0.00633351214344717
"ZNF354B",3.33542262648551e-07,-0.869043634574399,0.532,0.936,0.00633763653258512
"VIM-AS1",3.35520706699081e-07,-1.68875243906447,0.191,0.642,0.00637522894798924
"ZNF808",3.37241756320707e-07,-0.530312062124691,0.617,0.872,0.00640793061184974
"PLXNA2",3.38056908341332e-07,1.64301268840397,0.617,0.202,0.00642341931539365
"METTL25",3.3807273385288e-07,-1.53891891557543,0.234,0.67,0.00642372001593857
"AFF3",3.38841240651922e-07,-0.488159476848927,0.787,0.963,0.00643832241362718
"CTSK",3.3920136979737e-07,0.55678241592132,0.915,0.789,0.00644516522751983
"RCC2",3.407157765939e-07,-0.616804399725912,0.638,0.862,0.00647394047106069
"LINC01116",3.40764306222409e-07,-1.01689956933837,0.362,0.734,0.006474862582532
"DVL3",3.42140625972746e-07,-0.17864806975425,1,1,0.00650101403410814
"IL1R1",3.43424136259963e-07,1.44578103262676,0.702,0.312,0.00652540201307555
"RPRD1B",3.45574541873275e-07,-0.235084395299073,0.936,0.991,0.0065662618701341
"RFC4",3.47949725119407e-07,-1.27733543205525,0.319,0.716,0.00661139272699385
"PQLC2",3.48116624389296e-07,-1.08332736287092,0.383,0.789,0.00661456398002102
"SAMMSON",3.49143989476247e-07,-1.36897596026887,0.255,0.661,0.00663408494403817
"APPL1",3.49190152853808e-07,-0.320541356897216,1,0.991,0.00663496209437521
"TFCP2",3.49190152853808e-07,-0.180805490454412,0.979,1,0.00663496209437521
"STIMATE",3.54078952401082e-07,-1.90129422121194,0.149,0.587,0.00672785417457296
"DCAF12",3.54868636509946e-07,-0.351154524419516,0.809,0.936,0.00674285896232549
"SEH1L",3.56115185897335e-07,-0.328195678188461,0.872,1,0.00676654464723525
"NCOA6",3.56349532967363e-07,-0.248543831563111,0.936,1,0.00677099747591287
"PGD",3.5656873629506e-07,-0.442177374626185,0.766,0.972,0.00677516255834243
"DKKL1",3.59262640391738e-07,-0.535234578773601,0.681,0.945,0.00682634943008342
"KCTD17",3.59668685797467e-07,-0.689520551015447,0.596,0.936,0.00683406469883768
"MIPOL1",3.6130793987264e-07,-0.662093334005154,0.553,0.835,0.00686521216552002
"ZNF772",3.61979818659277e-07,-2.4165897684772,0.085,0.523,0.00687797853434492
"SAMD9",3.63160149708361e-07,-0.959605568561831,0.426,0.761,0.00690040600460857
"EXOSC10",3.637121850135e-07,-0.18592863396447,0.979,1,0.00691089522744152
"ZSCAN2",3.67083695465972e-07,-0.569191166545444,0.638,0.917,0.00697495729754893
"PRR34-AS1",3.67737056975633e-07,2.15219492843515,0.468,0.101,0.006987371819594
"NDUFB3",3.70248698831805e-07,-0.305792209801194,0.872,0.972,0.00703509552650313
"PIGU",3.70530901787907e-07,-0.321637924496145,0.872,0.982,0.00704045766487202
"PPARA",3.70665729306385e-07,0.923866769762049,0.851,0.486,0.00704301952255062
"MTERF1",3.7115867647429e-07,-0.174822199230143,0.957,0.991,0.00705238601168799
"RNF214",3.71190089010739e-07,-0.175430546510451,0.979,1,0.00705298288129306
"ARMC10",3.71190089010739e-07,-0.157770333026578,1,0.991,0.00705298288129306
"SCX",3.75746531070366e-07,-1.83924767085897,0.17,0.624,0.00713955983686802
"AC011471.2",3.76257420007679e-07,-0.859233001774211,0.468,0.826,0.00714926723756591
"DYNLL2",3.77225769323175e-07,-0.57222244456518,0.723,0.972,0.00716766684290964
"SUCLG2",3.78144523549861e-07,-0.220739170573465,0.872,0.982,0.0071851240919709
"LENG8",3.82605057245962e-07,-0.231996208233803,0.936,0.991,0.00726987869273052
"MSL2",3.84843095339609e-07,-0.698647552566563,0.596,0.908,0.0073124036545479
"FOXF1",3.86430464454914e-07,-0.253161607386393,0.936,0.982,0.00734256525510781
"DDX60L",3.88861961597799e-07,-1.18535995713365,0.319,0.688,0.00738876613231977
"TNFRSF19",3.97795581640631e-07,-2.43391376314674,0.085,0.505,0.00755851384675362
"UBA6-AS1",3.98638265784648e-07,-0.935498309661136,0.426,0.798,0.0075745256881741
"ZNF195",4.01794164782718e-07,-0.419849596176687,0.745,0.899,0.00763449092503643
"CLCN5",4.04509054569996e-07,-1.0816929111083,0.404,0.798,0.00768607654588449
"SIMC1",4.06052878087648e-07,-0.398030946998439,0.787,0.954,0.0077154107365434
"AP3M2",4.06664877059771e-07,-0.749652093369651,0.532,0.853,0.0077270393290127
"TMEM39A",4.07660430946197e-07,-0.434206322457087,0.745,0.89,0.00774595584840869
"PCDH18",4.07730224912729e-07,-0.627120710465838,0.851,0.945,0.00774728200356675
"TMEM182",4.0809375007411e-07,-1.61343380169274,0.213,0.688,0.00775418934515817
"RCBTB2",4.09618808185978e-07,-0.640084995911908,0.617,0.881,0.00778316697434178
"SPECC1",4.09661809757884e-07,-2.19177379345678,0.106,0.532,0.00778398404720955
"AC116563.1",4.10164279709572e-07,-1.70532766004439,0.191,0.624,0.00779353147876159
"PSD",4.10519541474559e-07,-0.927968039641298,0.404,0.752,0.00780028180755809
"RPS3A",4.10860963942478e-07,-0.706477223974264,1,1,0.00780676917587103
"C11orf58",4.10860963942478e-07,-0.349190743367102,1,1,0.00780676917587103
"SGPL1",4.11329033974573e-07,-1.15684442133504,0.34,0.743,0.00781566297455086
"TGFBI",4.11725927430987e-07,-1.06387924555197,0.34,0.706,0.00782320434711619
"RHBDF1",4.13329101791562e-07,0.387943123669923,1,0.853,0.00785366626314147
"SPIN3",4.16775935761439e-07,-0.598612246392296,0.596,0.862,0.0079191595554031
"MIER2",4.1911603377697e-07,-1.33894554992949,0.298,0.798,0.0079636237577962
"DPM2",4.19236739123058e-07,-0.253129080379881,0.936,1,0.00796591728007722
"ZNF277",4.19241975495853e-07,-0.355714309696111,0.787,0.927,0.00796601677639671
"ARID4A",4.19263115884118e-07,-0.24411371494534,0.957,1,0.00796641846491413
"SH3GL1",4.19271908451916e-07,-0.164200300677663,1,1,0.00796658553249486
"INO80C",4.2607030559684e-07,-0.829427252280641,0.511,0.908,0.00809576187664556
"CLHC1",4.27535382158964e-07,-0.234922163937159,0.915,0.982,0.00812359979640248
"ITGB1",4.27813023123115e-07,0.668937295879998,1,0.972,0.00812887525236232
"LCORL",4.31576711269795e-07,-0.6257793233155,0.574,0.817,0.00820038909083737
"LRRC42",4.33287507528413e-07,-0.422497365307164,0.745,0.927,0.00823289593054737
"DOK6",4.34017386086671e-07,-3.12520061992833,0.043,0.459,0.00824676435303284
"GSPT2",4.35500660349411e-07,-0.334089796472261,0.851,0.982,0.00827494804729915
"HNRNPDL",4.36594961375148e-07,-0.408342442880365,0.979,1,0.00829574086108919
"AIF1",4.37035953112123e-07,-1.49645467766351,0.255,0.661,0.00830412014508345
"NET1",4.37631132929483e-07,-2.32700144389143,0.106,0.523,0.00831542915679311
"SYT13",4.37677979241477e-07,-2.16230927822798,0.106,0.523,0.0083163192835673
"CASC15",4.38084325561743e-07,-0.54822753292768,0.745,0.908,0.00832404026999868
"FANCB",4.41345022583806e-07,-1.81285666911269,0.17,0.596,0.0083859967741149
"RFC5",4.41345022583806e-07,-1.75196853921516,0.17,0.596,0.0083859967741149
"KAT2A",4.4374951781186e-07,-0.679164219213517,0.574,0.881,0.00843168458794315
"SOD2",4.45622026012156e-07,0.75226778601017,0.872,0.624,0.00846726411625698
"RNF157",4.46582435423677e-07,-1.09916705933006,0.383,0.771,0.00848551285548528
"IQCB1",4.54512725323941e-07,-0.283038245046358,0.915,1,0.00863619629388021
"MTERF4",4.54607491578033e-07,-0.171282683367167,1,1,0.00863799694747421
"FER",4.58886692907296e-07,-0.304993326381081,0.894,0.991,0.00871930605193154
"TRPC4AP",4.59125761790594e-07,-0.212464190956396,0.936,0.991,0.00872384859978308
"STMN3",4.59151034010118e-07,-2.05487161376403,0.128,0.55,0.00872432879722626
"MRPS30",4.63841875392644e-07,-0.208458761841067,0.936,1,0.00881345947433564
"RAF1",4.63880499919038e-07,-0.251465058669894,0.979,1,0.00881419337896164
"PPP1R37",4.63880499919038e-07,-0.164759515715745,0.979,1,0.00881419337896164
"SLCO1A2",4.64185075628581e-07,-1.80141979162473,0.17,0.606,0.00881998062201867
"PABPC1L",4.64963976899594e-07,-0.97641516960163,0.426,0.771,0.00883478052506919
"SARM1",4.66522720650002e-07,-2.40928696920246,0.085,0.495,0.00886439821507068
"ZNF121",4.66685581910376e-07,-0.480641055959202,0.745,0.963,0.00886749274187905
"ENPEP",4.69578015502995e-07,-2.1035031877686,0.128,0.55,0.00892245187257241
"RBM14",4.72785128236909e-07,-0.345339052671176,0.872,0.991,0.00898339022162952
"GAB2",4.74122395992663e-07,1.35300201974125,0.681,0.275,0.00900879964625658
"CD9",4.74290193071223e-07,1.30885475050763,0.787,0.385,0.00901198795854631
"DUSP9",4.74420128532384e-07,-2.66912126566543,0.064,0.495,0.00901445686224383
"ZNF354A",4.76848718498578e-07,-0.998091548257126,0.404,0.798,0.00906060250019148
"ACSF2",4.81150967624419e-07,-0.509480885924253,0.66,0.881,0.00914234953583158
"RBM10",4.81325310703936e-07,-0.378223340442446,0.83,0.982,0.00914566222868549
"ZNF248",4.82876669010715e-07,-0.287556506455699,0.915,1,0.00917513958787259
"FBXO22",4.82966878319924e-07,-0.260389076268068,0.957,1,0.00917685365495688
"BCCIP",4.82976902460939e-07,-0.187208846409215,1,1,0.00917704412366031
"DOK4",4.83387524697669e-07,-1.08773651322604,0.383,0.798,0.00918484635678041
"CEP250",4.86108605535935e-07,-0.547498519301496,0.702,0.899,0.0092365496137883
"PTPN20",4.87879803788536e-07,-1.53767654712037,0.213,0.606,0.00927020415178597
"MB21D2",4.8998969056668e-07,-2.40023963290001,0.085,0.514,0.00931029411045749
"CBLL1",4.92807239906942e-07,-0.236039285359576,0.979,1,0.00936383036547181
"RTKN",4.96020974313318e-07,-0.661013771694376,0.617,0.936,0.00942489453292735
"TNS3",5.01572693315228e-07,0.453962825361345,0.979,0.927,0.00953038274568264
"FEM1A",5.01956997644779e-07,-0.243098143931833,0.915,0.963,0.00953768491224844
"NCAPD3",5.02764982905605e-07,-2.28185976413508,0.106,0.532,0.0095530374401894
"NUP133",5.07060154968855e-07,-0.389028095502568,0.745,0.917,0.00963465000456321
"ITGB8",5.11957490648101e-07,-0.775468206538911,0.574,0.899,0.00972770427980456
"HNRNPUL2",5.12456649168873e-07,-0.258717606513369,0.894,0.982,0.00973718879085775
"NUB1",5.13039415640494e-07,-0.226131854850623,0.957,1,0.00974826193658503
"PRNP",5.146384269517e-07,-0.857596404774748,0.489,0.844,0.00977864475050925
"ACAD10",5.16303140447998e-07,-0.66784422151606,0.532,0.789,0.00981027597165241
"CSRNP3",5.21631618748895e-07,-0.677335951611992,0.617,0.899,0.00991152238784776
"DNAH2",5.25186350147395e-07,-0.663955764645137,0.553,0.817,0.00997906583915064
"DHX35",5.25507410828682e-07,-1.24431735977557,0.319,0.761,0.00998516631315579
"MAPKAPK3",5.26255257955679e-07,-1.64825599485815,0.191,0.615,0.00999937615641587
"BRD9",5.32774470601632e-07,-0.419619055655566,0.83,0.991,0.0101232477159016
"PCCA",5.35842828984068e-07,-0.446584176044056,0.745,0.954,0.0101815495935263
"ERMAP",5.4365981003458e-07,0.437232830219208,0.936,0.752,0.0103300800504671
"ETHE1",5.44091077062448e-07,0.481711760796541,1,0.789,0.0103382745552636
"MLLT10",5.44700717249141e-07,-0.218783043680331,0.915,0.991,0.0103498583284509
"TMPO",5.48456094153272e-07,-1.27147599126742,0.426,0.752,0.0104212142450063
"SLC4A8",5.50088046020107e-07,-2.33944868464816,0.085,0.505,0.010452222962428
"TIGD1",5.54700763326944e-07,-1.2863895576569,0.277,0.633,0.0105398692039753
"MBD5",5.55739565171055e-07,-0.304416321307853,0.915,0.991,0.0105596074778152
"SPINK5",5.58095833744845e-07,-0.91043600173804,0.468,0.853,0.0106043789369858
"STEAP2",5.59394820631207e-07,-2.68048633814635,0.064,0.477,0.0106290609868136
"SCAMP1-AS1",5.60616743376458e-07,-1.6739297976423,0.191,0.67,0.0106522787408961
"ISL2",5.60616743376458e-07,-1.6739297976423,0.191,0.67,0.0106522787408961
"NKRF",5.61804904466321e-07,-0.754460065167511,0.553,0.862,0.0106748549897646
"EIF2AK1",5.67226571646763e-07,-0.292120622767319,0.979,1,0.0107778720878601
"SLC35G2",5.68744691449333e-07,-2.34711948137519,0.085,0.532,0.0108067178822288
"CASKIN2",5.69047944042657e-07,-1.46573764960894,0.255,0.706,0.0108124799847545
"CEP97",5.69150844547889e-07,-0.889800912494798,0.468,0.798,0.0108144351972544
"VPS41",5.71003372719257e-07,-0.401694959719388,0.851,0.972,0.0108496350850386
"ABT1",5.76779207267877e-07,-0.576525255679305,0.681,0.963,0.0109593817172969
"SLC25A39",5.83678871637225e-07,-0.450905998169372,0.766,0.963,0.0110904822399789
"AC022893.1",5.84141383500689e-07,-1.42101215251956,0.234,0.615,0.0110992704278966
"PRKD1",5.86692948507042e-07,-2.61837423196633,0.064,0.486,0.0111477527145823
"ZDHHC13",5.94245177685408e-07,-1.67509798453624,0.17,0.587,0.0112912526212004
"XPO7",5.98615158682512e-07,-0.55087248080668,0.681,0.936,0.0113742866301264
"PXN-AS1",6.07594853746035e-07,-0.956239604768838,0.447,0.835,0.0115449098160284
"ZADH2",6.10090418524401e-07,-0.62981079998692,0.574,0.835,0.0115923280423821
"NUP62",6.12434909979353e-07,-0.384365158897714,0.83,0.982,0.0116368757245177
"DLGAP4",6.14373807414544e-07,-0.266437342427214,0.957,0.982,0.0116737167146838
"CUX1",6.1448654818829e-07,-0.364680450201732,0.957,1,0.0116758589021257
"CCDC88A",6.14499076023281e-07,-0.340305529062779,1,1,0.0116760969435184
"FKBP1B",6.22335970919395e-07,-1.64060528425507,0.191,0.596,0.0118250057834394
"ZC3H14",6.26183477996666e-07,-0.259476898204921,0.915,0.972,0.0118981122654147
"CSNK2A2",6.2689778237869e-07,-0.238682856521193,1,1,0.0119116847629775
"CCDC85C",6.2742561454238e-07,-2.36444034694274,0.085,0.523,0.0119217141019198
"SH2B2",6.27464674898841e-07,-1.87583563213633,0.149,0.596,0.0119224562877529
"APBB3",6.29093653289851e-07,-1.87386736815105,0.149,0.615,0.0119534085061605
"FAM104A",6.31065032122423e-07,-0.332100715553293,0.851,0.972,0.0119908666753582
"FUBP1",6.32106073879995e-07,-0.390794673320642,0.894,0.972,0.0120106475097938
"SPATA5L1",6.32351393989167e-07,-1.21074338896471,0.319,0.761,0.0120153088371882
"FBXO34",6.3739557104156e-07,-0.433962888792954,0.83,0.982,0.0121111532453607
"CEP57",6.3797911046209e-07,-0.402154789698362,0.851,0.982,0.0121222410778902
"AKAP8L",6.3797911046209e-07,-0.36657221814294,0.872,0.972,0.0121222410778902
"YTHDF2",6.39537428652197e-07,-0.241921280050516,1,1,0.0121518506818204
"LINC00638",6.4173914896038e-07,-1.71586298768863,0.17,0.578,0.0121936855693962
"ZMYND19",6.48018096226844e-07,-0.579501734071373,0.66,0.899,0.0123129918464063
"DAXX",6.49923833134889e-07,-0.471178657246095,0.766,0.954,0.012349202753396
"ANAPC1",6.50835169261961e-07,-0.271854708140287,0.851,0.982,0.0123665190511465
"BRD3",6.52422504707334e-07,-0.31543480254326,1,1,0.012396680011944
"C2CD6",6.58953768706051e-07,-1.76031506980707,0.17,0.615,0.0125207805591837
"ZNF713",6.64802627447875e-07,-0.255954634152357,0.894,0.982,0.0126319147241371
"REXO4",6.65557580194889e-07,-0.170613870155094,0.979,1,0.0126462595812831
"NRXN2",6.67558565005965e-07,-1.89608321387598,0.149,0.606,0.0126842802936783
"RAP2B",6.70263720905613e-07,-0.649885997812969,0.66,0.917,0.0127356809609276
"KLHL24",6.70496127276847e-07,-1.25452273751187,0.34,0.734,0.0127400969143874
"GEMIN7",6.70971977337205e-07,-0.887957226437156,0.447,0.817,0.0127491385413842
"ACSS1",6.72393502163007e-07,-0.998306943333358,0.383,0.734,0.0127761489345993
"FRRS1",6.76371681744031e-07,-1.33535576380925,0.277,0.725,0.0128517383248183
"NAF1",6.77913640554843e-07,-0.506114871018334,0.681,0.862,0.0128810370841826
"GART",6.78466603198875e-07,-0.359214848030401,0.872,1,0.0128915439273818
"PIN4",6.78947305895061e-07,-0.280543228679834,1,1,0.0129006777593121
"CSPP1",6.78947305895061e-07,-0.245333023968074,0.979,1,0.0129006777593121
"ETV5",6.79056842790198e-07,-1.30605327129324,0.298,0.688,0.0129027590698566
"ARMH4",6.85042321791368e-07,-1.69472774430747,0.17,0.578,0.0130164891563578
"STARD7",6.8525399152454e-07,-0.338053180733301,0.894,0.991,0.0130205110929578
"C4orf46",6.91822747849529e-07,-1.77624644522228,0.17,0.587,0.0131453240318889
"AC004130.1",6.9344113601805e-07,-1.50522277435666,0.234,0.716,0.013176075025479
"OSR2",6.9344113601805e-07,-1.38537142383926,0.277,0.697,0.013176075025479
"SMG5",7.03841830862489e-07,-0.375379367341975,0.766,0.954,0.0133736986282182
"ZNF701",7.06509724902326e-07,-0.167821361656584,0.979,1,0.0134243912828691
"MANEA-DT",7.10748108107764e-07,-0.795486246905973,0.511,0.835,0.0135049248021556
"TRIM14",7.13140892114615e-07,-1.00660832894506,0.383,0.752,0.0135503900910698
"WDR27",7.13990310154181e-07,-0.623519336685285,0.638,0.917,0.0135665298832396
"VPS39",7.14918720284875e-07,-0.757291999771582,0.553,0.862,0.0135841706041329
"SHOX2",7.14927066163694e-07,-2.99426058553105,0.043,0.45,0.0135843291841764
"PGAP3",7.16382434791714e-07,-0.664709234417274,0.574,0.835,0.0136119826434774
"SALL2",7.19621899031342e-07,-0.891563983684022,0.468,0.844,0.0136735357034945
"COX15",7.20634069599441e-07,-0.215148691121363,0.936,1,0.013692767956459
"RNF8",7.20677620374465e-07,-0.208390789112389,0.957,1,0.0136935954647352
"PLEKHM3",7.26960899765504e-07,-0.713380250391045,0.574,0.908,0.0138129840564443
"C1orf159",7.31154243046738e-07,-1.74442793201238,0.17,0.578,0.0138926617721311
"MORN4",7.35000790791999e-07,-0.210391194735629,0.915,1,0.0139657500258388
"ZNF91",7.39081029858191e-07,-2.42511194436099,0.085,0.514,0.0140432786483355
"OTUD7A",7.39081029858191e-07,-2.37549281170571,0.085,0.514,0.0140432786483355
"PARP16",7.40434759852213e-07,-0.836584184792153,0.447,0.807,0.0140690008719519
"PTPRS",7.42985187495397e-07,-1.02403539852248,0.426,0.835,0.0141174615476
"MOCS3",7.45116453758089e-07,-0.512088315170631,0.66,0.899,0.0141579577378575
"AL139274.2",7.45581292484002e-07,-2.36424548723336,0.085,0.532,0.0141667901384885
"TFAM",7.49884317539903e-07,-0.179997640592753,1,1,0.0142485519175757
"CLDND1",7.49884317539903e-07,-0.177163565631158,1,1,0.0142485519175757
"CYREN",7.54308054480331e-07,-0.504522983110605,0.66,0.89,0.0143326073431808
"FAM217B",7.54533965057379e-07,-0.409667590147537,0.787,0.945,0.0143368998700553
"ZNF462",7.56355344284796e-07,-0.519827344282483,0.766,0.963,0.0143715078967554
"POLE2",7.6422064659852e-07,-0.732834644100746,0.511,0.826,0.0145209565060185
"USB1",7.6449309176394e-07,-0.841856303922101,0.532,0.917,0.0145261332366066
"MRPL42",7.64904328652389e-07,-0.188035395625545,1,1,0.014533947148724
"HOMER3",7.73133200975814e-07,-0.530237990525504,0.745,0.982,0.0146903039517414
"KIAA0586",7.73618847323164e-07,-0.720162243960367,0.532,0.798,0.0146995317179874
"INPP4B",7.75500333286857e-07,-1.37220834499823,0.255,0.651,0.0147352818327836
"EIF2A",7.76783472541503e-07,-0.310164058067884,0.894,0.945,0.0147596627617611
"RNF167",7.80151448242868e-07,-0.123479682778727,0.979,0.982,0.0148236576680627
"GID8",7.80213934322729e-07,-0.201054060038437,1,1,0.0148248449660662
"CD302",7.82924680080525e-07,0.375707228416872,0.979,0.853,0.01487635184621
"NCKAP5",7.93159314422839e-07,1.31438785512152,0.787,0.33,0.0150708201333484
"RBM41",7.95802574976554e-07,-0.236332933495024,0.957,1,0.0151210447271295
"NLRP1",7.95818485287443e-07,-0.225457546570884,0.979,1,0.0151213470389467
"B3GNT5",7.99425614213083e-07,-1.11392016059123,0.362,0.78,0.0151898860956628
"FAM102A",8.03572511214035e-07,-0.238766636907242,0.936,0.991,0.0152686812855779
"TAF4",8.04679697985414e-07,-1.01196444033158,0.426,0.853,0.0152897189414209
"WRAP73",8.06743262282948e-07,-0.41219552362639,0.723,0.872,0.0153289287266383
"TACC1",8.07100263199505e-07,0.424807143288762,1,0.89,0.0153357121010538
"FANCA",8.08027583458524e-07,-2.57714689824287,0.064,0.495,0.0153533321132954
"ADCY6",8.09300912947324e-07,-0.426214615404811,0.766,0.927,0.0153775266469121
"SLC37A3",8.1172342648136e-07,-0.163649199203717,1,1,0.0154235568265723
"THBS1",8.15513092196759e-07,1.54839809745357,0.681,0.275,0.0154955642648306
"TMEM164",8.16135541705088e-07,-0.910669457834139,0.447,0.798,0.0155073914279384
"TMEM192",8.17095841835978e-07,-0.382107124126143,0.809,0.991,0.0155256380907254
"ATR",8.19100109454812e-07,-0.701547790564259,0.574,0.908,0.0155637211797509
"CPNE5",8.22264073889987e-07,-1.7000487689603,0.17,0.587,0.0156238396679837
"YLPM1",8.35573504789624e-07,-0.244292864284403,0.936,0.972,0.0158767321645077
"PACRGL",8.40866443920969e-07,-0.627908902040299,0.574,0.862,0.0159773033009423
"ATP11B",8.42442002015316e-07,-0.337733322320104,0.872,0.972,0.016007240480293
"TRIR",8.44456739720124e-07,-0.333358275805333,1,1,0.0160455225114221
"ATP8B1",8.45892940730054e-07,1.27555014058339,0.787,0.33,0.0160728117668118
"RBL1",8.51756629850174e-07,-0.274303915759253,0.851,0.927,0.0161842277237832
"LEO1",8.52819627368206e-07,-0.186743656480323,0.979,0.991,0.0162044257396233
"DIRC2",8.57537991056091e-07,-0.303663153013538,0.83,0.972,0.0162940793680568
"ADA",8.6050668876077e-07,-2.33662056616945,0.085,0.523,0.0163504875931434
"CHERP",8.61279371398132e-07,-0.23180306449833,0.957,1,0.0163651693359359
"PPP1R3B",8.61705854568391e-07,-0.3896439255264,0.745,0.945,0.016373272942654
"SBF1",8.63230569756931e-07,-0.949410288928432,0.426,0.798,0.0164022440559515
"GDAP1",8.73727513871998e-07,-2.00251413708726,0.128,0.56,0.0166016964910818
"EMSY",8.7450294268376e-07,-0.601301514464745,0.574,0.835,0.0166164304139341
"C2CD2",8.78389659129772e-07,-0.135197580150866,0.957,0.991,0.0166902819131248
"ACTR1B",8.78441947605643e-07,-0.179652531348066,0.957,1,0.0166912754464548
"RPL23A",8.78459377681004e-07,-0.535728774804775,1,1,0.0166916066353168
"SMIM8",8.78459377681004e-07,-0.179878151225575,1,1,0.0166916066353168
"ZNRD1",8.78459377681004e-07,-0.154428338682537,1,1,0.0166916066353168
"LETM2",8.80705961615358e-07,-0.72068055409709,0.489,0.771,0.0167342939766534
"LINC01277",8.8293790974198e-07,2.89166737821193,0.319,0.037,0.0167767032230074
"C16orf74",8.8293790974198e-07,2.89166737821193,0.319,0.037,0.0167767032230074
"LINC01905",8.85225016066882e-07,-1.69776314473812,0.17,0.56,0.0168201605302868
"AC005537.1",8.85415675697964e-07,-3.48560456581709,0.021,0.422,0.016823783253937
"PLP1",8.88297398242582e-07,-2.40447405154327,0.085,0.505,0.0168785388640073
"INTS1",8.957738635083e-07,-0.269733034760745,0.915,1,0.0170205991805212
"CAST",8.99128377639096e-07,0.569116096711539,0.979,0.853,0.0170843383035205
"FAP",9.0548979079068e-07,-2.58022434445255,0.064,0.459,0.0172052115148137
"APPL2",9.0585135581739e-07,-0.632311984481556,0.638,0.917,0.0172120816118862
"TMEM25",9.11160411086681e-07,-0.347614034056389,0.766,0.927,0.017312958971058
"MFN2",9.13155813246133e-07,-0.469062244965342,0.702,0.917,0.0173508736074898
"ALKBH5",9.13416993080436e-07,-0.289167067886389,0.915,0.991,0.0173558362855214
"ZNF638",9.13778454100881e-07,-0.377742110004317,1,1,0.0173627044063708
"RNF5",9.13778454100881e-07,-0.191664918808559,0.979,1,0.0173627044063708
"INO80B",9.14570138210976e-07,-0.848425252593751,0.468,0.844,0.0173777471961468
"STN1",9.16815881667506e-07,-0.843621443480705,0.468,0.826,0.0174204185675643
"SLC27A1",9.20762303450064e-07,-0.516836229404817,0.66,0.917,0.0174954045278547
"MEGF10",9.29262334997119e-07,-2.87386736815105,0.043,0.459,0.0176569136272803
"DDR1-DT",9.29262334997119e-07,-2.87386736815105,0.043,0.459,0.0176569136272803
"LRRC17",9.29295188209876e-07,-0.838133995580075,0.702,0.954,0.0176575378711758
"ZMYM1",9.30452926783148e-07,-0.638238188362157,0.617,0.899,0.0176795360618066
"ARFGAP3",9.3091649483886e-07,0.400582766584264,1,0.936,0.0176883443184332
"TRMT10C",9.31928425914685e-07,-0.195367776593309,1,0.982,0.0177075720208049
"HDGFL3",9.31946833238723e-07,-0.349369684260156,0.979,1,0.017707921778369
"STAM",9.31946833238723e-07,-0.159700573658879,0.979,1,0.017707921778369
"WRNIP1",9.31946833238723e-07,-0.119873214764945,1,0.991,0.017707921778369
"ALS2",9.33069119547256e-07,-0.672171593014635,0.617,0.927,0.0177292463405174
"R3HDM1",9.47062875387742e-07,-0.456508853819054,0.766,0.954,0.0179951416952425
"TMEM179B",9.48889292370512e-07,0.331150077473789,1,0.927,0.0180298454443321
"TIMMDC1",9.50275315428332e-07,-0.28802850167697,0.915,1,0.0180561812684537
"HDAC8",9.50387770393757e-07,-0.235244463403487,0.936,1,0.0180583180252518
"RPS7",9.50462746599477e-07,-0.647393641871899,1,1,0.0180597426481367
"PPP3CB",9.50462746599477e-07,-0.18422745438712,0.979,1,0.0180597426481367
"GSK3A",9.50462746599477e-07,-0.138464924303254,1,0.991,0.0180597426481367
"CDKL1",9.5578393466859e-07,0.928741165308008,0.723,0.413,0.0181608505426379
"PCLO",9.57968977346207e-07,-2.23554380702542,0.106,0.505,0.0182023685385553
"HOXC13",9.5849871976591e-07,-1.17331064074726,0.319,0.706,0.0182124341742721
"EDA",9.61670504456779e-07,-1.85249371735848,0.149,0.606,0.0182727012551832
"C1RL",9.62405558532234e-07,-0.316194099899363,0.809,0.963,0.018286668017671
"AC239800.3",9.63366293505412e-07,-0.91476415297153,0.404,0.734,0.0183049229428963
"MCRS1",9.63867355493594e-07,-0.567150889518308,0.638,0.908,0.0183144436217338
"SMARCAD1",9.63886394965142e-07,-0.33897470823295,0.83,0.963,0.0183148053907327
"XPO4",9.67044308482244e-07,-0.27405461661605,0.872,0.972,0.0183748089054711
"HACD2",9.67903642796886e-07,-0.476798591768957,0.681,0.872,0.0183911371167836
"MYL6B",9.69332560466976e-07,-0.31306152167739,0.979,1,0.018418287981433
"SLC2A13",9.75719157239839e-07,-0.52447267181718,0.66,0.89,0.0185396397067142
"TSGA10",9.75719157239839e-07,-0.417802054252917,0.702,0.872,0.0185396397067142
