"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PDP2",9.87654085689762e-07,-0.887544263525401,0.426,0.752,0.0187664152821912
"BEX1",9.88461072662518e-07,-2.76020960004095,0.064,0.477,0.0187817488416605
"TSPAN6",9.88543315499535e-07,-0.380633137801369,0.957,1,0.0187833115378067
"PPP6R3",9.88543315499535e-07,-0.200669241703779,0.957,1,0.0187833115378067
"MAP2K2",9.88562752144928e-07,-0.236272004199395,1,1,0.0187836808535058
"SSU72",9.88562752144928e-07,-0.211740959452938,1,1,0.0187836808535058
"AC005332.5",9.93786135385283e-07,-1.15646918570199,0.362,0.734,0.0188829303584558
"MTX3",9.96983957021018e-07,-0.79313032028132,0.532,0.89,0.0189436921673564
"ZNF596",1.00005103531045e-06,-0.787023959720588,0.489,0.835,0.0190019697219338
"GJA1",1.00694967614716e-06,-2.33256251259601,0.106,0.523,0.0191330507964721
"MFSD8",1.0074750478903e-06,-0.980380175958613,0.383,0.716,0.0191430333849636
"SOX4",1.00947455956178e-06,-1.09842952515315,0.617,0.927,0.0191810261062334
"PLEC",1.01160590377686e-06,1.13083794404554,0.809,0.422,0.0192215237776641
"S100PBP",1.01604217034815e-06,-0.638389086598105,0.638,0.927,0.0193058172787852
"POLR2J2",1.01774597281806e-06,-1.41912101778287,0.234,0.624,0.019338191229516
"CDC7",1.01776466011054e-06,-1.974798419996,0.128,0.56,0.0193385463067604
"AAMP",1.02805013393784e-06,-0.155617734382158,0.957,0.991,0.0195339805949529
"UQCRH",1.02813074424498e-06,-0.494377096457509,1,1,0.0195355122713988
"C2orf49",1.02813074424498e-06,-0.20492965876853,0.979,1,0.0195355122713988
"PDCL",1.02813074424498e-06,-0.186598537175802,0.979,1,0.0195355122713988
"ROBO1",1.03237024210379e-06,-0.728969935869878,0.574,0.853,0.0196160669702142
"AMER1",1.03421240830183e-06,-0.630052518602257,0.574,0.817,0.019651069970143
"KLHDC10",1.03805506921815e-06,-0.310872099014902,0.936,0.991,0.019724084370214
"KANTR",1.04221634670244e-06,-0.777588945723414,0.489,0.798,0.019803152803693
"ZDBF2",1.04477987541001e-06,-0.529652535024165,0.809,0.936,0.0198518624126655
"SLC25A42",1.04528941947017e-06,-0.565279178055362,0.638,0.899,0.0198615442593528
"PTOV1-AS1",1.04752544216642e-06,-1.89979651150422,0.149,0.56,0.0199040309266041
"EPN1",1.04848207097065e-06,-0.212544212510251,1,1,0.0199222078305134
"SENP1",1.05307312891446e-06,-0.609294758174144,0.638,0.908,0.0200094425225037
"CYP4V2",1.0555001585343e-06,-0.721640948854774,0.553,0.844,0.0200555585123102
"PSMB8",1.05673017351003e-06,-1.66158955939799,0.191,0.633,0.0200789300268641
"IFT46",1.05949078726739e-06,-1.20673632584907,0.34,0.826,0.0201313844488677
"LRRC6",1.05959930747813e-06,-2.33537343904924,0.085,0.514,0.020133446441392
"TAGLN",1.06395841163738e-06,2.2387636826692,0.553,0.183,0.0202162737795219
"SNRPE",1.069220831913e-06,-0.411070719554878,1,1,0.0203162650271789
"MED6",1.069220831913e-06,-0.210383855271864,1,1,0.0203162650271789
"NOL9",1.069220831913e-06,-0.161846730210873,0.979,1,0.0203162650271789
"ANXA1",1.07203734366621e-06,1.62918255460937,0.723,0.394,0.0203697815670016
"PINX1.1",1.08465496093314e-06,-0.394245994833585,0.723,0.917,0.0206095289126905
"HGF",1.09009786526861e-06,-1.53164848239412,0.277,0.697,0.0207129495379688
"RIC3",1.09044589813501e-06,-3.36344278825456,0.021,0.413,0.0207195625104634
"CHCHD6",1.09724045949686e-06,-0.582351654572845,0.702,0.982,0.0208486659708998
"AC009061.2",1.09903103409058e-06,-0.609421176013535,0.638,0.927,0.0208826886787551
"HMG20A",1.10031972887015e-06,-0.240447107970022,0.894,0.991,0.0209071751682618
"CNTLN",1.10104942277993e-06,-0.303226883637182,0.979,0.991,0.0209210400822414
"NSUN4",1.11113105836231e-06,-0.154651496756362,0.915,0.982,0.0211126012399423
"RPS6KA3",1.11186735836945e-06,-0.266638521864927,0.957,1,0.021126591676378
"SINHCAF",1.1220418489732e-06,-0.603519777250695,0.723,0.927,0.0213199171723398
"SLC25A38",1.12300644102478e-06,-1.06258202601849,0.362,0.761,0.0213382453859118
"AL121601.1",1.13143095618013e-06,-2.54129202906418,0.064,0.486,0.0214983195983787
"MIR4713HG",1.13143095618013e-06,-2.54129202906418,0.064,0.486,0.0214983195983787
"RHPN2",1.13143095618013e-06,-2.54129202906418,0.064,0.486,0.0214983195983787
"AL445524.1",1.13349140885348e-06,-2.91783986887169,0.043,0.459,0.021537470259625
"MICU2",1.13383293812336e-06,-0.154732941346175,1,1,0.021543959657282
"TRIM11",1.13570283738155e-06,-0.580580591589711,0.66,0.908,0.0215794896130869
"GALT",1.14425693547628e-06,-0.681782946997274,0.574,0.872,0.0217420260309848
"SNAI2",1.1447380482735e-06,-0.276472388937579,0.936,0.991,0.0217511676552448
"PCDHGA8",1.14552436923357e-06,1.18966330682531,0.745,0.339,0.0217661085398071
"C19orf53",1.15596872705335e-06,-0.352922873646043,0.957,0.982,0.0219645617827407
"STK36",1.16044411626571e-06,-0.439989265607713,0.766,0.945,0.0220495986531647
"SCRN2",1.16379818110852e-06,-0.303445826470038,0.851,0.972,0.022113329239243
"PHACTR2",1.17623659045077e-06,0.522258807541235,1,0.917,0.0223496714551551
"PROX1",1.17674587587526e-06,-1.82067322982418,0.17,0.596,0.0223593483875058
"AIP",1.17897759079187e-06,-0.148756795714898,1,0.991,0.0224017532026364
"ZC3H18",1.18972390792794e-06,-0.318700069416518,0.894,0.991,0.0226059439745388
"SPAG16",1.19374524308772e-06,-0.332241260878865,0.809,0.963,0.0226823533639097
"RPTOR",1.19808172859642e-06,-0.399993001697875,0.766,0.954,0.0227647509250605
"SRGAP3",1.19864135714288e-06,-1.09354658076327,0.34,0.725,0.0227753844270719
"OSGEP",1.20137906536575e-06,-0.244229803188254,0.915,0.982,0.0228274036210146
"TTN-AS1",1.20196081484531e-06,-0.227942630877021,0.915,1,0.0228384574428758
"FAM220A",1.20196081484531e-06,-0.221790350700933,0.915,1,0.0228384574428758
"DLX1",1.21172795799414e-06,-2.0041249142101,0.128,0.541,0.0230240429298467
"FBXO3",1.21373102864223e-06,-0.188664610920805,0.936,0.991,0.0230621032752309
"ADAMTS6",1.21615513416182e-06,-0.585194430808259,0.681,0.899,0.0231081637042088
"PLD5",1.21818051149314e-06,0.772245986446259,0.83,0.578,0.0231466478988812
"CCDC90B",1.22561208787369e-06,-0.191618841252227,0.957,0.982,0.0232878552816879
"MTX2",1.22575427249885e-06,-0.100052833565139,0.979,0.982,0.0232905569317507
"SF3B3",1.22584906994098e-06,-0.25823401561682,1,1,0.0232923581779486
"LAMA1",1.22602983600416e-06,-2.89138015049952,0.043,0.44,0.023295792913915
"PLEKHJ1",1.23782019546983e-06,-0.17335706156003,0.979,0.991,0.0235198215341223
"ARHGEF6",1.24628092063182e-06,1.16300781193981,0.745,0.367,0.0236805837729252
"PBX2",1.24995201853708e-06,-0.213652953537256,0.979,1,0.0237503383042231
"HAS2",1.25494669316164e-06,0.841107714915655,0.83,0.569,0.0238452421167643
"DGLUCY",1.25664704105146e-06,-2.13065461935108,0.106,0.514,0.0238775504270188
"SCLT1",1.25805493238057e-06,-1.07316807170105,0.383,0.734,0.0239043017701631
"TP53I3",1.26413295798404e-06,-0.826393952729055,0.532,0.908,0.0240197903346548
"EFNB3",1.26966205262495e-06,-0.742603851023908,0.511,0.817,0.0241248486619267
"MGA",1.27313548981213e-06,-0.304700844109323,0.872,0.991,0.0241908474419203
"HDAC1",1.27313548981213e-06,-0.227633153023582,0.915,0.972,0.0241908474419203
"MCMBP",1.27401929756475e-06,-0.230572830115638,0.915,0.991,0.0242076406730278
"DDX51",1.27441226619372e-06,-0.229639083777846,0.957,0.991,0.024215107469947
"MCRIP1",1.27451052423778e-06,-0.220847588678687,1,1,0.024216974471042
"HARS2",1.27638062489996e-06,-0.667641754422366,0.596,0.89,0.0242525082537242
"TRIM21",1.28645146771405e-06,-2.54854650895643,0.064,0.477,0.0244438643380347
"LINC00839",1.29487064335304e-06,-2.29736644617809,0.085,0.514,0.0246038370943512
"ZNF461",1.29487064335304e-06,-2.29736644617809,0.085,0.514,0.0246038370943512
"SNX9",1.29653463885684e-06,0.319280885281749,1,0.917,0.0246354546729189
"PRICKLE1",1.29813294811806e-06,-0.359550467075281,0.894,0.982,0.0246658241471913
"DPM1",1.29953282396229e-06,-0.130173913284026,1,1,0.0246924231881075
"EMP2",1.30047631996495e-06,0.612545572903831,0.979,0.734,0.0247103505556539
"HIST1H2BD",1.30384217560827e-06,-2.39962476068217,0.085,0.495,0.0247743051787328
"IKZF5",1.30900727983523e-06,-0.841791479045104,0.468,0.826,0.0248724473241493
"FBXO28",1.31010230334842e-06,-0.201914419890401,0.894,0.972,0.0248932538659234
"IFT81",1.32502729621647e-06,-0.157833773048705,1,1,0.0251768436554092
"CCDC86",1.32705030224923e-06,-1.18979529370232,0.319,0.716,0.0252152827930375
"MRPL44",1.33062406928408e-06,-0.310088486688461,0.851,0.954,0.0252831879404667
"CCDC112",1.33196454207945e-06,-2.31853457707698,0.085,0.486,0.0253086582640516
"IER3-AS1",1.33388324147561e-06,-3.32446825240436,0.021,0.422,0.025345115471278
"LMNB1",1.33392696095988e-06,-1.85925699030761,0.149,0.578,0.0253459461851987
"NUP188",1.33579783053146e-06,-0.263744160438957,0.894,0.972,0.0253814945779283
"ZC3HC1",1.33705539018962e-06,-0.157930912518254,0.936,0.972,0.025405389468993
"AC095055.1",1.33865164073512e-06,-3.39840985082166,0.021,0.404,0.025435719825608
"PSIP1",1.33925209773241e-06,-0.651021431765161,0.787,0.963,0.0254471291090135
"KIAA1551",1.34882668512311e-06,-0.300194075924191,0.872,0.982,0.0256290558440241
"DNAJC8",1.35100246338713e-06,-0.292571882163737,1,1,0.0256703978068188
"MAPK7",1.36143991513131e-06,-0.876720521121766,0.468,0.826,0.0258687198274101
"AC073389.1",1.36942095019977e-06,-2.86433500988529,0.043,0.431,0.0260203674747459
"PHRF1",1.37599000655703e-06,-0.267463690352211,0.894,0.982,0.0261451861145902
"OSBPL11",1.37947803536132e-06,-0.611079563022888,0.617,0.862,0.0262114621499005
"ZNF625",1.38228919008981e-06,-2.84529821595428,0.043,0.45,0.0262648769008965
"GNPTAB",1.38840794317264e-06,0.733282076704423,0.894,0.642,0.0263811393282234
"MRPS35",1.3908588973105e-06,-0.169192561400252,0.979,0.991,0.0264277099077967
"FILIP1L",1.39323113863641e-06,1.45870797093582,0.66,0.239,0.0264727848652305
"TMCO6",1.40675473380916e-06,-2.10833262178807,0.106,0.541,0.0267297466971078
"EEPD1",1.4114354049713e-06,-1.72500398223657,0.17,0.624,0.0268186841298596
"ZNF675",1.42588675150881e-06,-2.28578715110916,0.085,0.495,0.0270932741654188
"PHYHD1",1.42626687065434e-06,-1.24519444605864,0.319,0.78,0.0271004968093032
"DTX2",1.42772076981763e-06,-0.962799207410022,0.404,0.761,0.0271281223473048
"OSTM1",1.42960414685345e-06,0.311673131552521,1,0.927,0.0271639083943623
"TCF15",1.43060902987941e-06,-2.18215802844666,0.106,0.505,0.0271830021767387
"COX18",1.43160604182788e-06,-0.682777245845403,0.596,0.908,0.0272019464007716
"WAC-AS1",1.43162613975022e-06,-0.21399866684316,0.957,0.982,0.027202328281394
"ENPP4",1.44140988418748e-06,1.21738621104349,0.681,0.312,0.0273882292094462
"ASAP2",1.44398285630397e-06,-0.376769616188943,0.745,0.881,0.0274371182526317
"TATDN3",1.44436695541327e-06,-0.273937265104459,0.83,0.936,0.0274444165198074
"RAB11B-AS1",1.44655424217729e-06,-0.863397047611572,0.447,0.789,0.0274859771556107
"SYNM",1.45900745446676e-06,1.22115448592061,0.766,0.385,0.0277226006423228
"EXOSC3",1.45932906177974e-06,-0.115673636761786,0.936,0.982,0.0277287115028769
"TP53BP2",1.45988569620798e-06,-0.239222584583935,0.979,1,0.0277392881136477
"COPG2",1.47108784725508e-06,-0.487721231390578,0.66,0.89,0.0279521401856938
"ZNF736",1.47167258603228e-06,-1.26383032561766,0.277,0.642,0.0279632508071993
"ZNF202",1.47288015424262e-06,-1.86610905222603,0.149,0.532,0.0279861958107639
"C12orf49",1.47811295647927e-06,-0.32004508271975,0.83,0.954,0.0280856242860625
"CBR3",1.47901632096619e-06,1.07256365123745,0.766,0.394,0.0281027891146786
"TBC1D13",1.48372808566355e-06,-0.302172631711509,0.83,0.982,0.028192317355693
"INTS3",1.48811403773412e-06,-0.293490632213495,0.957,0.982,0.028275654830986
"MDFI",1.48839737459788e-06,-0.374506718430526,0.979,1,0.0282810385147343
"COPZ1",1.48839737459788e-06,-0.167150381133305,1,1,0.0282810385147343
"ZNF134",1.49176291174221e-06,-0.532480787486609,0.66,0.908,0.0283449870860137
"CCDC50",1.50256736920213e-06,-0.312184580708301,0.936,0.991,0.0285502825822097
"NCBP3",1.51744403662757e-06,-0.23092993895444,1,1,0.0288329541399605
"MARK3",1.51744403662757e-06,-0.222523707722136,1,1,0.0288329541399605
"MRPS9",1.51744403662757e-06,-0.1126082475737,1,0.991,0.0288329541399605
"BMP2K",1.52726129804399e-06,-0.629065510075923,0.574,0.853,0.0290194919241338
"MEIS1-AS2",1.52867394861146e-06,-1.52784664513073,0.213,0.615,0.0290463336975663
"MRPL54",1.54600792209503e-06,-0.159319982281492,0.957,0.963,0.0293756965277276
"SLC35C2",1.54703527905963e-06,-0.148977519640227,1,1,0.029395217337412
"SYT1",1.551707586877e-06,-4.34845542280318,0,0.376,0.0294839958582499
"MYCN",1.551707586877e-06,-4.23164568201717,0,0.376,0.0294839958582499
"ZNF724",1.551707586877e-06,-4.20753154264951,0,0.376,0.0294839958582499
"SUV39H1",1.551707586877e-06,-4.17872194967947,0,0.376,0.0294839958582499
"LNP1",1.55481362673756e-06,-1.31322668419897,0.255,0.642,0.0295430137216403
"URB1-AS1",1.56039227107916e-06,-0.838326601366008,0.426,0.752,0.0296490135427751
"POC5",1.5658847941326e-06,-0.436060901263844,0.66,0.853,0.0297533769733136
"ABCA10",1.56851273425503e-06,2.39916213899701,0.383,0.064,0.0298033104635798
"NKILA",1.57384380967654e-06,-0.903479319880372,0.468,0.798,0.029904606227664
"RPP38",1.57688201609045e-06,-0.252083717578274,0.915,1,0.0299623351877345
"CPTP",1.58322627175419e-06,-0.28823872778881,0.809,0.927,0.0300828823896014
"INPP5F",1.59075653248424e-06,-0.50609241026113,0.681,0.908,0.0302259648737331
"SAP130",1.59394620365725e-06,-0.441157207288363,0.766,0.936,0.0302865718156914
"TIMM23",1.59630595178141e-06,-0.575118714856862,0.638,0.917,0.0303314093897985
"PMF1",1.60618785247708e-06,-0.307266776379766,0.915,0.972,0.0305191753849171
"ARHGAP12",1.60728237498899e-06,-0.294416744106129,0.894,1,0.0305399724071658
"RBPMS2",1.60838778927924e-06,-1.25171745904495,0.277,0.661,0.0305609763840948
"GIGYF1",1.62342969361039e-06,-0.179822283973893,0.979,0.991,0.030846787608291
"MRPL37",1.62513614264829e-06,-0.513459423738192,0.745,0.982,0.0308792118464601
"SERPING1",1.62967576719617e-06,-0.321867907742261,0.83,0.917,0.0309654692524945
"CAPRIN1",1.63546258628769e-06,-0.425081045465579,0.851,0.982,0.0310754246020523
"ADCY9",1.63636924791321e-06,0.535971934111896,0.979,0.752,0.0310926520795989
"FAM193A",1.63917492501495e-06,-0.166281315368912,1,1,0.031145962750209
"ZNF687",1.64183516742884e-06,-0.556813418957254,0.638,0.881,0.0311965100163154
"KRBA2",1.6425517756748e-06,-1.46822856687446,0.234,0.697,0.0312101262895968
"LIN9",1.6524389996739e-06,-2.89273087421443,0.043,0.431,0.0313979934328038
"NDUFA2",1.6550043782101e-06,-0.247085303120301,0.979,0.991,0.0314467381903701
"BOK",1.66493455367161e-06,-1.03688606060697,0.34,0.688,0.0316354214543143
"VAX1",1.67482820288952e-06,-1.19504377560291,0.298,0.651,0.0318234106831039
"MINK1",1.67499999404774e-06,-0.494366945300153,0.638,0.853,0.0318266748869012
"SUPT7L",1.67892892605035e-06,-0.425017111777895,0.723,0.899,0.0319013285238828
"NUMA1",1.68445703093829e-06,-0.584302330848493,0.702,0.872,0.0320063680448584
"HPCA",1.68846926401387e-06,-2.51432498146391,0.064,0.477,0.0320826044855275
"AC009506.1",1.68846926401387e-06,-2.51432498146391,0.064,0.477,0.0320826044855275
"EIF4A2",1.68883560377628e-06,-0.654387654277809,0.83,0.945,0.0320895653073531
"GNB5",1.69997672795212e-06,-1.75282197248851,0.17,0.596,0.0323012578078182
"UBTD2",1.70347559790961e-06,-0.232989353920058,0.957,1,0.0323677398358806
"BUD23",1.70350767854706e-06,-0.207627889849575,0.979,1,0.0323683494000726
"MRPS27",1.70350767854706e-06,-0.137807192040727,0.979,1,0.0323683494000726
"AASS",1.71898672949402e-06,-1.45481912997717,0.234,0.596,0.0326624668471158
"AL645608.3",1.71952482169373e-06,-1.6878696926307,0.17,0.56,0.0326726911370025
"NAXD",1.73644667137815e-06,-0.17381036901106,0.936,1,0.0329942232028563
"ILF2",1.7365772785302e-06,-0.415687716885956,0.979,1,0.0329967048693523
"TOMM70",1.7365772785302e-06,-0.194626585694769,0.979,1,0.0329967048693523
"SPRED3",1.74194165072283e-06,-2.32603752871244,0.085,0.495,0.0330986333053846
"IPO9",1.74791411246783e-06,-0.370890372698709,0.851,0.972,0.0332121160510013
"SSBP3",1.75218991143448e-06,-0.29271728433487,0.936,0.972,0.0332933605071666
"SPPL2B",1.75301318070792e-06,-0.233188692358138,0.936,0.991,0.0333090034466311
"CXorf38",1.76077959632171e-06,-0.195981072042416,0.872,0.945,0.0334565731097088
"TDP1",1.76941193079692e-06,-0.959151011962482,0.426,0.817,0.0336205960970723
"BCAP31",1.77026336457733e-06,0.462070578609473,1,1,0.0336367741903338
"TBC1D16",1.77204707919508e-06,-0.387839445964148,0.787,0.927,0.0336706665517857
"CU638689.5",1.77878466387749e-06,-0.443939517356462,0.681,0.917,0.0337986873983362
"RPS14",1.80457691732202e-06,-0.693282354911831,1,1,0.0342887660060357
"MSANTD4",1.82033391487053e-06,-0.495484157854973,0.745,0.972,0.034588164716455
"RNF126",1.82703312978394e-06,-0.392159173639769,0.787,0.972,0.0347154564990247
"TMEM11",1.82703312978394e-06,-0.383156370974644,0.809,0.963,0.0347154564990247
"COX7C",1.8395291030355e-06,-0.588299614367874,1,1,0.0349528924867775
"NAA16",1.85690093348414e-06,-0.26537833773108,0.936,0.991,0.0352829746371321
"NEK4",1.85855704009934e-06,-0.876751987372227,0.404,0.697,0.0353144423189275
"RBBP5",1.85924501668851e-06,-0.218722430825475,0.872,0.927,0.0353275145620984
"AC007878.1",1.8644541554406e-06,-0.481205454290876,0.745,0.927,0.0354264934075268
"PATZ1",1.87443060888767e-06,-0.175659613727412,0.936,0.982,0.0356160559994746
"ZDHHC20",1.87513127657863e-06,-0.18029062706287,1,1,0.0356293693862705
"ACAD9",1.8918347744345e-06,-0.362606317331511,0.723,0.89,0.0359467525490299
"YPEL1",1.89533524668536e-06,-1.03092790073694,0.362,0.679,0.0360132650222685
"SLC25A40",1.9021545338651e-06,-0.642722776142359,0.553,0.853,0.0361428382979708
"MBD6",1.90309884872521e-06,-0.462982921709245,0.723,0.917,0.0361607812246277
"DEF6",1.90549133996872e-06,-1.27634588956713,0.277,0.688,0.0362062409507456
"QTRT2",1.90732230311208e-06,-0.585857776559536,0.681,0.963,0.0362410310814327
"PUM1",1.91139498439748e-06,-0.297904416072907,1,1,0.0363184160985364
"DNAJC7",1.91139498439748e-06,-0.244722796338056,1,1,0.0363184160985364
"ZFPM1",1.91239625424698e-06,-0.910280067021722,0.447,0.844,0.0363374412269469
"ZNF558",1.9127778481016e-06,-0.495706205698,0.66,0.881,0.0363446918917785
"TGFB3",1.93802397283908e-06,-2.27183135407095,0.085,0.505,0.0368243935079154
"AKR7A2",1.94225436984626e-06,-0.397740629040877,0.787,0.945,0.0369047752814488
"EML4",1.94833196756309e-06,-0.329562757727383,1,1,0.0370202557156663
"RTF1",1.94833196756309e-06,-0.288956728009731,1,1,0.0370202557156663
"TM9SF4",1.94833196756309e-06,-0.173245912628837,1,1,0.0370202557156663
"CARF",1.9499999057133e-06,-0.769073760044639,0.489,0.789,0.0370519482084584
"AP1M1",1.96535951099226e-06,-0.345447882204793,0.809,0.945,0.0373437960683639
"BTBD3",1.96702004751582e-06,-0.247821504947659,0.979,0.991,0.0373753479228482
"ZNF519",1.97197758055917e-06,-0.999337315636803,0.383,0.706,0.0374695460082047
"C1orf50",1.97382200400304e-06,-0.589452022078518,0.617,0.872,0.0375045918980618
"TPGS2",1.97541383145195e-06,-0.396938158341245,0.83,0.963,0.0375348382114184
"SAFB",1.98152595605528e-06,-0.379660514211877,0.872,0.972,0.0376509746910063
"KMT5C",1.98179733596696e-06,-0.420432341304107,0.745,0.936,0.0376561311807083
"PIBF1",1.9852155580282e-06,-0.332264216427741,0.894,1,0.0377210808180938
"KMT2A",1.98580642517699e-06,-0.29562873790542,0.957,0.991,0.037732307884788
"TTC14",1.98595416485601e-06,-0.223519936794203,1,1,0.037735115086429
"NOC2L",1.98595416485601e-06,-0.2113401021254,1,1,0.037735115086429
"KCNT2",2.00389583149159e-06,-0.997517602338413,0.383,0.734,0.0380760246941717
"MTHFSD",2.02315070261611e-06,-1.32535085328575,0.277,0.688,0.0384418865004087
"CNOT1",2.02352203497326e-06,-0.285866099736167,0.936,0.982,0.0384489421865268
"LSM5",2.02427371589611e-06,-0.297832237528261,1,1,0.0384632248757421
"HINFP",2.02427371589611e-06,-0.203794057879249,0.979,1,0.0384632248757421
"MRPS17",2.02775864608614e-06,-0.747743896000917,0.468,0.771,0.0385294420342827
"CDK17",2.03742598139215e-06,-0.352353451045508,0.787,0.945,0.0387131310724322
"DTD1",2.04197276336609e-06,-0.409034559560565,0.787,0.954,0.0387995244767191
